accession,chromosome,start,mini,ends
GCA_018340385.1,CM031293.1,15228591,TRUE,0.478854864
GCA_018340385.1,CM031293.1,4422159,TRUE,0.151332888
GCA_018340385.1,CM031294.1,18027184,TRUE,0.470772447
GCA_018340385.1,CM031294.1,24012133,TRUE,0.295071132
GCA_029465975.1,CM055731.1,17599725,TRUE,0.398353891
GCA_029465975.1,CM055738.1,2778864,TRUE,0.122561869
GCA_029465975.1,CM055738.1,2795024,TRUE,0.123274606
GCA_029465975.1,CM055738.1,2800385,TRUE,0.123511053
GCA_903798145.1,LR812495.1,23020188,TRUE,0.418017641
GCA_903798145.1,LR812495.1,23023279,TRUE,0.418073769
GCA_903798145.1,LR812495.1,47040431,TRUE,0.145804978
GCA_903798145.1,LR812510.1,24929525,TRUE,0.426631299
GCA_903798145.1,LR812510.1,39804134,TRUE,0.318812156
GCA_903798145.1,LR812510.1,39813045,TRUE,0.318659658
GCA_903798145.1,LR812510.1,39820261,TRUE,0.318536167
GCA_903798145.1,LR812510.1,39825755,TRUE,0.318442146
GCA_903798195.1,LR812526.1,11202677,TRUE,0.166071288
GCA_903798195.1,LR812526.1,38888866,TRUE,0.423501717
GCA_903798195.1,LR812526.1,38892056,TRUE,0.423454428
GCA_903798195.1,LR812527.1,28972413,TRUE,0.412849152
GCA_903798195.1,LR812527.1,47216419,TRUE,0.327178631
GCA_903798195.1,LR812527.1,47224387,TRUE,0.327065089
GCA_903798195.1,LR812527.1,47229899,TRUE,0.326986545
GCA_903798195.1,LR812527.1,47237926,TRUE,0.326872162
GCA_020184715.1,CM035062.1,33754007,TRUE,0.463340098
GCA_020184715.1,CM035062.1,33756936,TRUE,0.463293529
GCA_020184715.1,CM035062.1,8785507,TRUE,0.139682063
GCA_020184715.1,CM035063.1,24813294,TRUE,0.421536583
GCA_020184715.1,CM035063.1,40269278,TRUE,0.315891963
GCA_020184715.1,CM035063.1,40277028,TRUE,0.315760304
GCA_020184715.1,CM035063.1,40284285,TRUE,0.315637019
GCA_024666655.1,CM045449.1,3262815,TRUE,0.08513559
GCA_024666655.1,CM045449.1,3475925,TRUE,0.090696201
GCA_024666655.1,CM045449.1,9430776,TRUE,0.246074226
GCA_024666655.1,CM045456.1,22839298,TRUE,0.35761046
GCA_024666655.1,CM045456.1,22841005,TRUE,0.357562448
GCA_024666655.1,CM045456.1,22847381,TRUE,0.357383114
GCA_020854095.1,CM036997.1,396055957,TRUE,0.445719909
GCA_020854095.1,CM036999.1,150865091,TRUE,0.240045041
GCA_020854095.1,CM037000.1,6228372,TRUE,0.013280582
GCA_020854095.1,CM037000.1,6242911,TRUE,0.013311583
GCA_020854095.1,CM037000.1,6260529,TRUE,0.01334915
GCA_020854095.1,CM037000.1,6271261,TRUE,0.013372033
GCA_020854095.1,CM037000.1,6300072,TRUE,0.013433466
GCA_020854095.1,CM037000.1,6307668,TRUE,0.013449663
GCA_020854095.1,CM037000.1,6321880,TRUE,0.013479967
GCA_020854095.1,CM037000.1,6327234,TRUE,0.013491383
GCA_020854095.1,CM037001.1,4764992,TRUE,0.016302932
GCA_020854095.1,CM037001.1,98050683,TRUE,0.335470359
GCA_020854095.1,CM037001.1,98067819,TRUE,0.335528988
GCA_020854095.1,CM037001.1,98212500,TRUE,0.336023999
GCA_020854095.1,CM037001.1,98348119,TRUE,0.336488005
GCA_020854095.1,CM037001.1,98380030,TRUE,0.336597186
GCA_020854095.1,CM037001.1,99713781,TRUE,0.341160478
GCA_020854095.1,CM037001.1,99804689,TRUE,0.34147151
GCA_020854095.1,CM037001.1,99812609,TRUE,0.341498608
GCA_020854095.1,CM037001.1,99836040,TRUE,0.341578775
GCA_020854095.1,CM037001.1,99864612,TRUE,0.341676531
GCA_027789765.1,CM051058.1,41239629,TRUE,0.204094186
GCA_027789765.1,CM051058.1,41296072,TRUE,0.204373521
GCA_027789765.1,CM051058.1,41314578,TRUE,0.204465107
GCA_027789765.1,CM051058.1,41326051,TRUE,0.204521887
GCA_027789765.1,CM051058.1,41339282,TRUE,0.204587367
GCA_027789765.1,CM051058.1,41350507,TRUE,0.204642919
GCA_027789765.1,CM051058.1,41369793,TRUE,0.204738365
GCA_027789765.1,CM051058.1,41378473,TRUE,0.204781322
GCA_027789765.1,CM051058.1,41394105,TRUE,0.204858685
GCA_027789765.1,CM051060.1,129668651,TRUE,0.204574505
GCA_027789765.1,CM051060.1,129675196,TRUE,0.204534356
GCA_027789765.1,CM051060.1,129693286,TRUE,0.204423387
GCA_027789765.1,CM051060.1,129695562,TRUE,0.204409425
GCA_027789765.1,CM051060.1,129698633,TRUE,0.204390587
GCA_027789765.1,CM051060.1,129703228,TRUE,0.2043624
GCA_027789765.1,CM051061.1,117229846,TRUE,0.235986094
GCA_027789765.1,CM051061.1,117232747,TRUE,0.235967188
GCA_027789765.1,CM051061.1,117234917,TRUE,0.235953045
GCA_027789765.1,CM051061.1,117246821,TRUE,0.235875464
GCA_027789765.1,CM051061.1,117263910,TRUE,0.235764091
GCA_027789765.1,CM051061.1,117332240,TRUE,0.235318769
GCA_027789765.1,CM051061.1,117336270,TRUE,0.235292504
GCA_027789765.1,CM051061.1,117341302,TRUE,0.23525971
GCA_027789765.1,CM051061.1,117349507,TRUE,0.235206236
GCA_027789765.1,CM051061.1,117360339,TRUE,0.235135641
GCA_027789765.1,CM051061.1,117365990,TRUE,0.235098812
GCA_027789765.1,CM051061.1,117392885,TRUE,0.234923531
GCA_027789765.1,CM051061.1,117402500,TRUE,0.234860868
GCA_027789765.1,CM051061.1,117432276,TRUE,0.234666811
GCA_027789765.1,CM051061.1,117467295,TRUE,0.234438584
GCA_027789765.1,CM051061.1,117490770,TRUE,0.234285592
GCA_027789765.1,CM051061.1,117504917,TRUE,0.234193393
GCA_027789765.1,CM051061.1,117522497,TRUE,0.23407882
GCA_027789765.1,CM051061.1,117540699,TRUE,0.233960194
GCA_027789765.1,CM051061.1,117575796,TRUE,0.233731458
GCA_027789765.1,CM051061.1,117579795,TRUE,0.233705396
GCA_027789765.1,CM051061.1,117681245,TRUE,0.233044223
GCA_027789765.1,CM051061.1,117720792,TRUE,0.232786486
GCA_027789765.1,CM051061.1,117722936,TRUE,0.232772513
GCA_027789765.1,CM051061.1,117737264,TRUE,0.232679134
GCA_027789765.1,CM051061.1,117760356,TRUE,0.232528638
GCA_027789765.1,CM051061.1,117783673,TRUE,0.232376676
GCA_027789765.1,CM051061.1,117806054,TRUE,0.232230814
GCA_027789765.1,CM051061.1,117824086,TRUE,0.232113295
GCA_027789765.1,CM051061.1,117873706,TRUE,0.23178991
GCA_027789765.1,CM051061.1,117888615,TRUE,0.231692745
GCA_027789765.1,CM051061.1,117900658,TRUE,0.231614258
GCA_027789765.1,CM051061.1,117936084,TRUE,0.231383378
GCA_027789765.1,CM051061.1,117949359,TRUE,0.231296862
GCA_027789765.1,CM051061.1,117954441,TRUE,0.231263742
GCA_027789765.1,CM051061.1,117963419,TRUE,0.23120523
GCA_027789765.1,CM051061.1,117974784,TRUE,0.231131162
GCA_027789765.1,CM051061.1,117982169,TRUE,0.231083032
GCA_027789765.1,CM051061.1,117989357,TRUE,0.231036186
GCA_027789765.1,CM051061.1,118004478,TRUE,0.230937639
GCA_027789765.1,CM051061.1,118008194,TRUE,0.230913421
GCA_027789765.1,CM051061.1,118016311,TRUE,0.230860521
GCA_027789765.1,CM051061.1,118027861,TRUE,0.230785247
GCA_027789765.1,CM051061.1,118030909,TRUE,0.230765382
GCA_027789765.1,CM051061.1,118044925,TRUE,0.230674037
GCA_027789765.1,CM051061.1,118051561,TRUE,0.230630788
GCA_027789765.1,CM051061.1,118072427,TRUE,0.2304948
GCA_027789765.1,CM051061.1,118088525,TRUE,0.230389885
GCA_027789765.1,CM051061.1,118093907,TRUE,0.23035481
GCA_027789765.1,CM051061.1,118103149,TRUE,0.230294577
GCA_027789765.1,CM051061.1,118128250,TRUE,0.230130988
GCA_027789765.1,CM051061.1,118144884,TRUE,0.230022581
GCA_027789765.1,CM051061.1,118159956,TRUE,0.229924353
GCA_027789765.1,CM051061.1,118182307,TRUE,0.229778686
GCA_027789765.1,CM051061.1,118184516,TRUE,0.22976429
GCA_027789765.1,CM051061.1,118198865,TRUE,0.229670774
GCA_027789765.1,CM051061.1,118209569,TRUE,0.229601014
GCA_027789765.1,CM051061.1,118266689,TRUE,0.22922875
GCA_027789765.1,CM051061.1,118285219,TRUE,0.229107985
GCA_027789765.1,CM051061.1,118286558,TRUE,0.229099259
GCA_027789765.1,CM051061.1,118298172,TRUE,0.229023568
GCA_027789765.1,CM051061.1,118314651,TRUE,0.22891617
GCA_027789765.1,CM051061.1,118324802,TRUE,0.228850014
GCA_027789765.1,CM051061.1,118331907,TRUE,0.228803709
GCA_027789765.1,CM051061.1,118341205,TRUE,0.228743112
GCA_027789765.1,CM051061.1,118342578,TRUE,0.228734163
GCA_027789765.1,CM051061.1,118347338,TRUE,0.228703141
GCA_027789765.1,CM051061.1,118350038,TRUE,0.228685545
GCA_027789765.1,CM051061.1,118356799,TRUE,0.228641482
GCA_027789765.1,CM051061.1,118389357,TRUE,0.228429294
GCA_027789765.1,CM051061.1,118427281,TRUE,0.228182134
GCA_027789765.1,CM051061.1,118436410,TRUE,0.228122639
GCA_027789765.1,CM051061.1,118440206,TRUE,0.228097899
GCA_027789765.1,CM051061.1,118445389,TRUE,0.22806412
GCA_027789765.1,CM051061.1,118466676,TRUE,0.227925388
GCA_027789765.1,CM051061.1,118499872,TRUE,0.227709042
GCA_027789765.1,CM051061.1,118526344,TRUE,0.227536518
GCA_027789765.1,CM051061.1,118556431,TRUE,0.227340434
GCA_027789765.1,CM051061.1,118576546,TRUE,0.22720934
GCA_027789765.1,CM051061.1,118600317,TRUE,0.227054419
GCA_027789765.1,CM051061.1,118621806,TRUE,0.22691437
GCA_027789765.1,CM051061.1,118639278,TRUE,0.226800501
GCA_027789765.1,CM051061.1,118658470,TRUE,0.226675423
GCA_027789765.1,CM051061.1,118672226,TRUE,0.226585772
GCA_027789765.1,CM051061.1,118675180,TRUE,0.22656652
GCA_027789765.1,CM051061.1,118692802,TRUE,0.226451673
GCA_027789765.1,CM051061.1,118703437,TRUE,0.226382362
GCA_027789765.1,CM051061.1,118714940,TRUE,0.226307395
GCA_027789765.1,CM051061.1,118728189,TRUE,0.226221048
GCA_027789765.1,CM051061.1,118735919,TRUE,0.22617067
GCA_027789765.1,CM051061.1,118749774,TRUE,0.226080373
GCA_027789765.1,CM051061.1,118761845,TRUE,0.226001704
GCA_027789765.1,CM051061.1,118782796,TRUE,0.225865161
GCA_027789765.1,CM051061.1,118787186,TRUE,0.225836551
GCA_027789765.1,CM051061.1,118796255,TRUE,0.225777446
GCA_027789765.1,CM051061.1,118806406,TRUE,0.22571129
GCA_027789765.1,CM051061.1,118838685,TRUE,0.22550092
GCA_027789765.1,CM051061.1,144309279,TRUE,0.059503193
GCA_027789765.1,CM051061.1,144329793,TRUE,0.059369498
GCA_027789765.1,CM051061.1,144345285,TRUE,0.059268533
GCA_027789765.1,CM051061.1,144362060,TRUE,0.059159207
GCA_027789765.1,CM051061.1,144388666,TRUE,0.058985809
GCA_027789765.1,CM051061.1,144396837,TRUE,0.058932557
GCA_027789765.1,CM051061.1,144399235,TRUE,0.058916929
GCA_027789765.1,CM051061.1,144424676,TRUE,0.058751124
GCA_027789765.1,CM051061.1,144514296,TRUE,0.05816705
GCA_027789765.1,CM051061.1,144532603,TRUE,0.058047739
GCA_027789765.1,CM051061.1,144540546,TRUE,0.057995972
GCA_027789765.1,CM051061.1,144547588,TRUE,0.057950078
GCA_027789765.1,CM051061.1,144558839,TRUE,0.057876753
GCA_027789765.1,CM051061.1,144588562,TRUE,0.057683041
GCA_027789765.1,CM051061.1,144597387,TRUE,0.057625526
GCA_027789765.1,CM051061.1,144606889,TRUE,0.0575636
GCA_027789765.1,CM051061.1,144621342,TRUE,0.057469406
GCA_027789765.1,CM051061.1,144644468,TRUE,0.057318689
GCA_027789765.1,CM051061.1,144659071,TRUE,0.057223518
GCA_027789765.1,CM051061.1,144665852,TRUE,0.057179324
GCA_027789765.1,CM051061.1,144688888,TRUE,0.057029193
GCA_027789765.1,CM051061.1,144738779,TRUE,0.056704042
GCA_027789765.1,CM051061.1,144767789,TRUE,0.056514977
GCA_027789765.1,CM051061.1,144783366,TRUE,0.056413458
GCA_027789765.1,CM051061.1,144802187,TRUE,0.056290798
GCA_027789765.1,CM051061.1,144808962,TRUE,0.056246643
GCA_027789765.1,CM051061.1,144824787,TRUE,0.056143508
GCA_027789765.1,CM051061.1,144831399,TRUE,0.056100416
GCA_027789765.1,CM051061.1,144866284,TRUE,0.055873063
GCA_027789765.1,CM051061.1,144882932,TRUE,0.055764564
GCA_027789765.1,CM051061.1,151740971,TRUE,0.011069144
GCA_027789765.1,CM051061.1,151767422,TRUE,0.010896757
GCA_027789765.1,CM051063.1,15642971,TRUE,0.122759426
GCA_027789765.1,CM051063.1,15652565,TRUE,0.122834716
GCA_027789765.1,CM051063.1,15656083,TRUE,0.122862324
GCA_027789765.1,CM051063.1,15681740,TRUE,0.123063669
GCA_027789765.1,CM051063.1,15684824,TRUE,0.123087871
GCA_027789765.1,CM051063.1,15694936,TRUE,0.123167226
GCA_027789765.1,CM051063.1,42216017,TRUE,0.331293463
GCA_027789765.1,CM051063.1,42474524,TRUE,0.333322117
GCA_027789765.1,CM051063.1,42500748,TRUE,0.333527911
GCA_027789765.1,CM051063.1,42503256,TRUE,0.333547593
GCA_027789765.1,CM051063.1,42518061,TRUE,0.333663777
GCA_027789765.1,CM051063.1,42526817,TRUE,0.33373249
GCA_027789765.1,CM051063.1,42542871,TRUE,0.333858475
GCA_027789765.1,CM051063.1,42554393,TRUE,0.333948895
GCA_027789765.1,CM051063.1,42580020,TRUE,0.334150005
GCA_027789765.1,CM051063.1,42592685,TRUE,0.334249394
GCA_027789765.1,CM051063.1,42632653,TRUE,0.334563046
GCA_027789765.1,CM051063.1,42659988,TRUE,0.33477756
GCA_027789765.1,CM051063.1,42684413,TRUE,0.334969237
GCA_027789765.1,CM051063.1,42686390,TRUE,0.334984751
GCA_027789765.1,CM051063.1,42697084,TRUE,0.335068673
GCA_027789765.1,CM051063.1,42706021,TRUE,0.335138807
GCA_027789765.1,CM051063.1,42714303,TRUE,0.335203801
GCA_027789765.1,CM051063.1,42718010,TRUE,0.335232892
GCA_027789765.1,CM051063.1,42722518,TRUE,0.335268269
GCA_027789765.1,CM051063.1,42748789,TRUE,0.335474432
GCA_027789765.1,CM051064.1,117117728,TRUE,0.039607095
GCA_027789765.1,CM051064.1,117124406,TRUE,0.039552333
GCA_027789765.1,CM051064.1,117128903,TRUE,0.039515457
GCA_027789765.1,CM051064.1,117137876,TRUE,0.039441876
GCA_027789765.1,CM051064.1,117149135,TRUE,0.03934955
GCA_027789765.1,CM051064.1,117154002,TRUE,0.039309639
GCA_027789765.1,CM051064.1,117171456,TRUE,0.039166512
GCA_027789765.1,CM051064.1,117181748,TRUE,0.039082116
GCA_027789765.1,CM051064.1,117200866,TRUE,0.038925343
GCA_027789765.1,CM051064.1,117207665,TRUE,0.03886959
GCA_027789765.1,CM051064.1,117215051,TRUE,0.038809023
GCA_027789765.1,CM051064.1,117220582,TRUE,0.038763668
GCA_027789765.1,CM051064.1,117222253,TRUE,0.038749965
GCA_027789765.1,CM051064.1,117235826,TRUE,0.038638663
GCA_027789765.1,CM051064.1,117249240,TRUE,0.038528665
GCA_027789765.1,CM051064.1,117253080,TRUE,0.038497176
GCA_027789765.1,CM051064.1,117276219,TRUE,0.038307431
GCA_027789765.1,CM051064.1,117281916,TRUE,0.038260714
GCA_027789765.1,CM051064.1,117288166,TRUE,0.038209463
GCA_027789765.1,CM051064.1,117294372,TRUE,0.038158572
GCA_027789765.1,CM051064.1,117313965,TRUE,0.037997905
GCA_027789765.1,CM051064.1,117319428,TRUE,0.037953107
GCA_027789765.1,CM051064.1,117338607,TRUE,0.037795835
GCA_027789765.1,CM051064.1,117356816,TRUE,0.037646517
GCA_027789765.1,CM051064.1,117368733,TRUE,0.037548795
GCA_027789765.1,CM051064.1,117379605,TRUE,0.037459642
GCA_027789765.1,CM051064.1,117403688,TRUE,0.037262155
GCA_027789765.1,CM051064.1,117406185,TRUE,0.037241679
GCA_027789765.1,CM051064.1,118921182,TRUE,0.024818348
GCA_027789765.1,CM051064.1,118930915,TRUE,0.024738535
GCA_027789765.1,CM051064.1,118943985,TRUE,0.024631358
GCA_027789765.1,CM051064.1,118947343,TRUE,0.024603821
GCA_027789765.1,CM051064.1,118951856,TRUE,0.024566814
GCA_027789765.1,CM051064.1,118958573,TRUE,0.024511733
GCA_027789765.1,CM051064.1,118959921,TRUE,0.024500679
GCA_027789765.1,CM051064.1,118970176,TRUE,0.024416585
GCA_027789765.1,CM051064.1,118980942,TRUE,0.024328302
GCA_027789765.1,CM051064.1,118995642,TRUE,0.024207758
GCA_027789765.1,CM051064.1,119000398,TRUE,0.024168758
GCA_027789765.1,CM051064.1,119006077,TRUE,0.024122189
GCA_027789765.1,CM051064.1,119024895,TRUE,0.023967877
GCA_027789765.1,CM051064.1,119032232,TRUE,0.023907712
GCA_027789765.1,CM051064.1,119037817,TRUE,0.023861913
GCA_027789765.1,CM051064.1,119044217,TRUE,0.023809432
GCA_027789765.1,CM051064.1,119055607,TRUE,0.023716031
GCA_027789765.1,CM051064.1,119059172,TRUE,0.023686797
GCA_027789765.1,CM051064.1,119066355,TRUE,0.023627895
GCA_027789765.1,CM051064.1,119070365,TRUE,0.023595012
GCA_027789765.1,CM051064.1,119095706,TRUE,0.02338721
GCA_027789765.1,CM051064.1,119106708,TRUE,0.023296991
GCA_027789765.1,CM051064.1,119110452,TRUE,0.023266289
GCA_027789765.1,CM051064.1,119121572,TRUE,0.023175103
GCA_027789765.1,CM051064.1,119125250,TRUE,0.023144942
GCA_027789765.1,CM051064.1,119141946,TRUE,0.023008031
GCA_027789765.1,CM051064.1,119151460,TRUE,0.022930014
GCA_027789765.1,CM051064.1,119159084,TRUE,0.022867495
GCA_027789765.1,CM051068.1,17961503,TRUE,0.214242013
GCA_027789765.1,CM051068.1,18771735,TRUE,0.223906334
GCA_027789765.1,CM051068.1,18781313,TRUE,0.224020579
GCA_027789765.1,CM051068.1,18988691,TRUE,0.226494152
GCA_027789765.1,CM051068.1,20005168,TRUE,0.238618531
GCA_027789765.1,CM051068.1,20019525,TRUE,0.238789779
GCA_027789765.1,CM051068.1,20064940,TRUE,0.239331482
GCA_027789765.1,CM051068.1,20076905,TRUE,0.239474199
GCA_027789765.1,CM051068.1,20096217,TRUE,0.23970455
GCA_027789765.1,CM051068.1,20121297,TRUE,0.2400037
GCA_027789765.1,CM051068.1,20138901,TRUE,0.240213678
GCA_027789765.1,CM051068.1,20159432,TRUE,0.240458568
GCA_027789765.1,CM051068.1,20605492,TRUE,0.245779103
GCA_027789765.1,CM051068.1,20689476,TRUE,0.246780851
GCA_027789765.1,CM051068.1,20701233,TRUE,0.246921086
GCA_027789765.1,CM051068.1,25310200,TRUE,0.301896128
GCA_027789765.1,CM051068.1,29408145,TRUE,0.350775778
GCA_027789765.1,CM051068.1,29421944,TRUE,0.35094037
GCA_027789765.1,JAQFWY010000414.1,35577,FALSE,0.204200778
GCA_027789765.1,JAQFWY010000652.1,17211,FALSE,0.48075419
GCA_900700375.2,LR535821.1,14066681,TRUE,0.382855624
GCA_900700375.2,LR535821.1,14068438,TRUE,0.382778539
GCA_900700375.2,LR535821.1,14070457,TRUE,0.38268996
GCA_900700375.2,LR535821.1,14079856,TRUE,0.3822776
GCA_900700375.2,LR535823.1,10834401,TRUE,0.480642159
GCA_900700375.2,LR535832.1,16307026,TRUE,0.154898332
GCA_900700375.2,LR535832.1,16318375,TRUE,0.154310177
GCA_900700375.2,LR535832.1,16321605,TRUE,0.154142785
GCA_900700375.2,LR535832.1,16335203,TRUE,0.153438077
GCA_009764565.4,CM019937.2,15475685,TRUE,0.072940674
GCA_022682495.1,CM040288.1,183976021,TRUE,0.133244064
GCA_022682495.1,CM040290.1,177913157,TRUE,0.119808902
GCA_022682495.1,CM040290.1,177916551,TRUE,0.11979211
GCA_022682495.1,CM040290.1,177945700,TRUE,0.119647901
GCA_022682495.1,CM040293.1,23252869,TRUE,0.145214387
GCA_022682495.1,CM040293.1,84799306,TRUE,0.470427532
GCA_022682495.1,CM040293.1,84808484,TRUE,0.470370215
GCA_022682495.1,CM040293.1,85686882,TRUE,0.464884612
GCA_020826845.1,CM036948.1,39196426,TRUE,0.378422348
GCA_020826845.1,CM036948.1,72957044,TRUE,0.295635375
GCA_020826845.1,CM036948.1,89001675,TRUE,0.140732299
GCA_020826845.1,CM036948.1,89012947,TRUE,0.140623474
GCA_020826845.1,CM036948.1,89141911,TRUE,0.139378389
GCA_020826845.1,CM036948.1,90478270,TRUE,0.126476496
GCA_020826845.1,CM036948.1,90508506,TRUE,0.126184582
GCA_020826845.1,CM036948.1,90681741,TRUE,0.124512083
GCA_020826845.1,CM036948.1,90724636,TRUE,0.124097952
GCA_020826845.1,CM036948.1,90752295,TRUE,0.123830918
GCA_020826845.1,CM036962.1,49686871,TRUE,0.235901937
GCA_020826845.1,CM036962.1,49735969,TRUE,0.235146895
GCA_020826845.1,CM036962.1,49792418,TRUE,0.234278807
GCA_020826845.1,CM036962.1,49832255,TRUE,0.233666183
GCA_020826845.1,CM036962.1,49867908,TRUE,0.233117902
GCA_020826845.1,CM036962.1,49896707,TRUE,0.232675023
GCA_020826845.1,CM036962.1,49960527,TRUE,0.231693582
GCA_020826845.1,CM036962.1,49976045,TRUE,0.231454942
GCA_020826845.1,CM036962.1,49998197,TRUE,0.231114282
GCA_020826845.1,CM036962.1,50045999,TRUE,0.23037917
GCA_020826845.1,CM036962.1,50084290,TRUE,0.229790321
GCA_020826845.1,CM036962.1,50099727,TRUE,0.229552927
GCA_020826845.1,CM036962.1,50135648,TRUE,0.229000524
GCA_020826845.1,CM036962.1,50156621,TRUE,0.228677996
GCA_020826845.1,CM036962.1,50159567,TRUE,0.228632691
GCA_020826845.1,CM036962.1,50165474,TRUE,0.228541852
GCA_020826845.1,CM036965.1,54332625,TRUE,0.130114412
GCA_019023105.1,CM032352.1,84266466,TRUE,0.279803089
GCA_019023105.1,CM032352.1,88328707,TRUE,0.245084493
GCA_019023105.1,CM032352.1,88335167,TRUE,0.245029281
GCA_019023105.1,CM032352.1,88338136,TRUE,0.245003906
GCA_019023105.1,CM032355.1,109721305,TRUE,0.049125845
GCA_019023105.1,CM032355.1,109726258,TRUE,0.049082921
GCA_019023105.1,CM032355.1,109730875,TRUE,0.049042909
GCA_019023105.1,CM032355.1,109735121,TRUE,0.049006112
GCA_019023105.1,CM032355.1,109752468,TRUE,0.048855778
GCA_019023105.1,CM032355.1,71464731,TRUE,0.380667541
GCA_016128335.2,CM027945.2,130798482,TRUE,0.395174955
GCA_016128335.2,CM027945.2,6068011,TRUE,0.02805908
GCA_016128335.2,CM027947.2,7426861,TRUE,0.057401226
GCA_019393635.1,CM033365.1,351979763,TRUE,0.460699575
GCA_019393635.1,CM033367.1,162704840,TRUE,0.242562143
GCA_019393635.1,CM033367.1,162715171,TRUE,0.242577545
GCA_019393635.1,CM033368.1,488607385,TRUE,0.016879911
GCA_019393635.1,CM033368.1,488617576,TRUE,0.016859406
GCA_019393635.1,CM033368.1,488658165,TRUE,0.016777737
GCA_019393635.1,CM033368.1,488708905,TRUE,0.016675644
GCA_019393635.1,CM033368.1,488726631,TRUE,0.016639978
GCA_019393635.1,CM033368.1,488747934,TRUE,0.016597114
GCA_019393635.1,CM033368.1,488766778,TRUE,0.016559198
GCA_019393635.1,CM033369.1,101425252,TRUE,0.334351373
GCA_019393635.1,CM033369.1,101474162,TRUE,0.334512606
GCA_019393635.1,CM033369.1,101515016,TRUE,0.334647283
GCA_019393635.1,CM033369.1,101533909,TRUE,0.334709564
GCA_019393635.1,CM033369.1,101549542,TRUE,0.334761099
GCA_019393635.1,CM033369.1,101702968,TRUE,0.335266872
GCA_019393635.1,CM033369.1,101859122,TRUE,0.335781639
GCA_019393635.1,CM033369.1,101890799,TRUE,0.335886063
GCA_019393635.1,CM033369.1,103412949,TRUE,0.340903876
GCA_019393635.1,CM033369.1,103546344,TRUE,0.341343616
GCA_019393635.1,CM033369.1,103552236,TRUE,0.341363039
GCA_019393635.1,CM033369.1,103567547,TRUE,0.341413513
GCA_019393635.1,CM033369.1,103601465,TRUE,0.341525324
GCA_019393635.1,CM033369.1,103611103,TRUE,0.341557096
GCA_019393635.1,CM033369.1,5537341,TRUE,0.01825401
GCA_014839835.1,CM025996.1,32624792,TRUE,0.346757857
GCA_014839835.1,CM025996.1,32629221,TRUE,0.346669176
GCA_014839835.1,CM026003.1,10548417,TRUE,0.272457221
GCA_030035585.1,CM057460.1,1853143,TRUE,0.008024906
GCA_030035585.1,CM057465.1,184755319,TRUE,0.041475
GCA_030035585.1,CM057465.1,184816257,TRUE,0.041158849
GCA_030035585.1,CM057468.1,109558266,TRUE,0.183650332
GCA_030035585.1,CM057468.1,127037694,TRUE,0.053406163
GCA_030035585.1,CM057468.1,127049607,TRUE,0.053317396
GCA_030035585.1,CM057468.1,128423008,TRUE,0.043083796
GCA_030035585.1,CM057468.1,128456705,TRUE,0.042832711
GCA_030035585.1,CM057468.1,128492638,TRUE,0.042564964
GCA_030035585.1,CM057468.1,128718728,TRUE,0.040880303
GCA_030035585.1,CM057468.1,128773908,TRUE,0.040469141
GCA_027744805.2,CM050981.1,21705701,TRUE,0.427607187
GCA_027744805.2,CM050986.1,10392202,TRUE,0.319612941
GCA_027744805.2,CM050986.1,10397183,TRUE,0.319766132
GCA_900963305.2,LR584050.1,6054849,TRUE,0.24495002
GCA_028627145.1,CM053501.1,99215603,TRUE,0.017395943
GCA_028627145.1,CM053503.1,19600312,TRUE,0.117069292
GCA_028627145.1,CM053503.1,19612165,TRUE,0.117140088
GCA_028627145.1,CM053503.1,19628066,TRUE,0.117235062
GCA_028627145.1,CM053503.1,19641407,TRUE,0.117314746
GCA_028627145.1,CM053503.1,19663155,TRUE,0.117444643
GCA_028627145.1,CM053514.1,56578024,TRUE,0.233839685
GCA_028627145.1,CM053514.1,68189490,TRUE,0.076601171
GCA_028627145.1,CM053514.1,68196805,TRUE,0.076502114
GCA_028627145.1,CM053514.1,68208550,TRUE,0.076343067
GCA_028627145.1,CM053514.1,68265135,TRUE,0.075576812
GCA_028627145.1,CM053514.1,68653755,TRUE,0.070314252
GCA_028627145.1,CM053514.1,68676940,TRUE,0.070000289
GCA_028627145.1,CM053514.1,68838816,TRUE,0.06780822
GCA_024166365.1,CM044021.1,2147231,TRUE,0.009073951
GCA_024166365.1,CM044023.1,69582345,TRUE,0.352749605
GCA_024166365.1,CM044023.1,69587967,TRUE,0.352778106
GCA_024166365.1,CM044023.1,69591167,TRUE,0.352794328
GCA_024166365.1,CM044023.1,69637368,TRUE,0.353028545
GCA_024166365.1,CM044023.1,69656192,TRUE,0.353123974
GCA_024166365.1,CM044023.1,69710139,TRUE,0.35339746
GCA_024166365.1,CM044023.1,69749002,TRUE,0.353594477
GCA_024166365.1,CM044023.1,69808776,TRUE,0.353897503
GCA_024166365.1,CM044027.1,26692534,TRUE,0.198425556
GCA_024166365.1,CM044027.1,5943836,TRUE,0.044184976
GCA_024166365.1,CM044027.1,6261700,TRUE,0.046547896
GCA_024166365.1,CM044027.1,6303616,TRUE,0.046859489
GCA_024166365.1,CM044027.1,6316641,TRUE,0.046956314
GCA_024166365.1,CM044027.1,6348874,TRUE,0.047195926
GCA_024166365.1,CM044027.1,6621246,TRUE,0.04922067
GCA_024166365.1,CM044027.1,6712799,TRUE,0.049901252
